GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
112635100500000,NE 160,Residential,31091,261088,0,292179
112635100600000,NE 160,Residential,30677,261418,0,292095
112635100700000,NE 160,Residential,28591,182863,0,211454
112635100800000,NE 160,Residential,29757,203305,0,233062
112635200100000,NE 160,Residential,28679,188297,0,216976
112635200200000,NE 160,Residential,30891,207218,0,238109
112635200300000,NE 160,Residential,29106,202798,0,231904
112635200400000,NE 160,Residential,30345,222711,0,253056
112635300100000,NE 160,Residential,30184,231840,0,262024
112635300200000,NE 160,Residential,28566,189352,0,217918
112635300300000,NE 160,Residential,30297,182154,0,212451
112635300400000,NE 160,Residential,28560,180069,0,208629
112635300500000,NE 160,Residential,28560,199034,0,227594
112635300600000,NE 160,Residential,28842,190143,0,218985
112635300700000,NE 160,Residential,28828,192409,0,221237
112635300800000,NE 160,Residential,29225,198450,0,227675
112635300900000,NE 160,Residential,28538,206516,0,235054
112635301000000,NE 160,Residential,28560,184620,0,213180
112635301100000,NE 160,Residential,28560,174444,0,203004
112635301200000,NE 160,Residential,28190,216666,0,244856
112635301300000,NE 160,Residential,29939,195782,0,225721
112635301400000,NE 160,Residential,30316,185593,0,215909
112635301500000,NE 160,Residential,29925,181715,0,211640
112635301600000,NE 160,Residential,30330,204600,0,234930
112635301700000,NE 160,Residential,28574,215416,0,243990
112635301800000,NE 160,Residential,29988,228623,0,258611
112635301900000,NE 160,Residential,27132,192549,0,219681
112635302000000,NE 160,Residential,29432,255317,0,284749
112635302100000,NE 160,Residential,29869,210291,0,240160
112635302200000,NE 160,Residential,29869,211483,0,241352
112635302300000,NE 160,Residential,29234,206355,0,235589
112635302400000,NE 160,Residential,28870,203752,0,232622
112635302500000,NE 160,Residential,29080,194491,0,223571
112635302600000,NE 160,Residential,30715,194999,0,225714
112635302700000,NE 160,Residential,31395,208843,0,240238
112635302800000,NE 160,Residential,29400,208754,0,238154
112635400100000,NE 160,Residential,28333,152961,0,181294
112635400200000,NE 160,Residential,28560,206056,0,234616
112635400300000,NE 160,Residential,29466,211967,0,241433
112635400400000,NE 160,Residential,29938,213402,0,243340
112635400500000,NE 160,Residential,30381,219932,0,250313
112635400600000,NE 160,Residential,33005,181836,0,214841
112635400700000,NE 160,Residential,32452,218716,0,251168
112635400800000,NE 160,Residential,29976,209240,0,239216
112635400900000,NE 160,Residential,29420,241397,0,270817
112635401000000,NE 160,Residential,29267,214578,0,243845
112635401100000,NE 160,Residential,28854,215036,0,243890
112635401200000,NE 160,Residential,29566,187362,0,216928
112635401300000,NE 160,Residential,29830,196171,0,226001
112635401400000,NE 160,Residential,30444,246800,0,277244
112635401500000,NE 160,Residential,30559,216591,0,247150
112635401600000,NE 160,Residential,30667,234963,0,265630
112635401700000,NE 160,Residential,46350,268387,0,314737
112635401800000,NE 160,Residential,31601,251070,0,282671
112635401900000,NE 160,Residential,30521,208124,0,238645
112635402000000,NE 160,Residential,30523,211677,0,242200
112635402100000,NE 160,Residential,30674,229490,0,260164
112635402200000,NE 160,Residential,29130,206736,0,235866
112635402300000,NE 160,Residential,30800,225767,0,256567
112635402400000,NE 160,Residential,29188,195041,0,224229
112635402500000,NE 160,Residential,28000,238867,0,266867
112635402600000,NE 160,Residential,29792,219269,0,249061
112635402700000,NE 160,Residential,29792,197222,0,227014
112635402800000,NE 160,Residential,29792,218880,0,248672
112635402900000,NE 160,Residential,29420,199302,0,228722
112635403000000,NE 160,Residential,28616,187321,0,215937
112635403100000,NE 160,Residential,29715,180783,0,210498
112635403200000,NE 160,Residential,30164,265960,0,296124
112635403300000,NE 160,Residential,30264,209310,0,239574
112635403400000,NE 160,Residential,29543,164864,0,194407
112635403500000,NE 160,Residential,28989,217424,0,246413
112635403600000,NE 160,Residential,30070,209698,0,239768
112635403700000,NE 160,Residential,31086,204723,0,235809
112635403800000,NE 160,Residential,30070,232674,0,262744
112635403900000,NE 160,Residential,29096,203044,0,232140
112635404000000,NE 160,Residential,30807,176381,0,207188
112635404100000,NE 160,Residential,28613,214487,0,243100
112635404200000,NE 160,Residential,29318,196947,0,226265
112635500100000,NE 160,Residential,30446,186779,0,217225
112635600100000,NE 160,Residential,31118,196406,0,227524
112635700100000,NE 160,Residential,32879,263088,0,295967
112635700300000,NE 160,Residential,29605,195143,0,224748
112635700400000,NE 160,Residential,29393,198409,0,227802
112635700500000,NE 160,Residential,28561,197201,0,225762
112637600100000,NE 160,Residential,28938,203146,0,232084
112637600200000,NE 160,Residential,29481,189394,0,218875
112637600300000,NE 160,Residential,29451,165848,0,195299
112637600400000,NE 160,Residential,29724,178185,0,207909
112637600500000,NE 160,Residential,29684,190101,0,219785
112637600600000,NE 160,Residential,28817,204606,0,233423
112637600700000,NE 160,Residential,29840,169870,0,199710
112637600800000,NE 160,Residential,29345,210073,0,239418
112637600900000,NE 160,Residential,26671,175725,0,202396
112637601000000,NE 160,Residential,29925,203393,0,233318
112637700100000,NE 160,Residential,28932,183750,0,212682
112637700200000,NE 160,Residential,26866,208027,0,234893
112637700300000,NE 160,Residential,29200,198231,0,227431
112637700400000,NE 160,Residential,29645,187023,0,216668
112637700500000,NE 160,Residential,29694,223629,0,253323
112637700600000,NE 160,Residential,27743,175585,0,203328
112637700700000,NE 160,Residential,29283,193579,0,222862
112637700800000,NE 160,Residential,26437,205580,0,232017
112637700900000,NE 160,Residential,27916,184044,0,211960
112637701000000,NE 160,Residential,26950,184215,0,211165
112637701100000,NE 160,Residential,29988,195191,0,225179
112637701200000,NE 160,Residential,29686,232442,0,262128
112637701300000,NE 160,Residential,29377,218511,0,247888
112637701400000,NE 160,Residential,28469,162187,0,190656
112637701500000,NE 160,Residential,30680,219993,0,250673
112637701600000,NE 160,Residential,30721,189784,0,220505
112637701700000,NE 160,Residential,29054,182822,0,211876
112637701800000,NE 160,Residential,29155,178285,0,207440
112637701900000,NE 160,Residential,29260,182924,0,212184
112637702000000,NE 160,Residential,27720,198084,0,225804
112637702100000,NE 160,Residential,27720,206101,0,233821
112637702200000,NE 160,Residential,29400,189481,0,218881
112637702300000,NE 160,Residential,28392,196299,0,224691
112637702400000,NE 160,Residential,29136,187089,0,216225
112637702500000,NE 160,Residential,28978,211037,0,240015
112637702600000,NE 160,Residential,30315,195592,0,225907
112637702700000,NE 160,Residential,28946,206723,0,235669
112637800100000,NE 160,Residential,28560,210703,0,239263
112637800200000,NE 160,Residential,27132,218002,0,245134
112637800300000,NE 160,Residential,29631,216015,0,245646
112637800400000,NE 160,Residential,29047,243304,0,272351
112637800500000,NE 160,Residential,28679,239059,0,267738
112637800600000,NE 160,Residential,29370,203442,0,232812
112637800700000,NE 160,Residential,28233,212467,0,240700
112637800800000,NE 160,Residential,28053,179137,0,207190
112637800900000,NE 160,Residential,28700,220546,0,249246
112637801000000,NE 160,Residential,29223,197610,0,226833
112637801100000,NE 160,Residential,30356,186490,0,216846
112637801200000,NE 160,Residential,28583,186575,0,215158
112637801300000,NE 160,Residential,28382,212919,0,241301
112637801400000,NE 160,Residential,28000,213374,0,241374
112637801500000,NE 160,Residential,28000,182310,0,210310
112637801600000,NE 160,Residential,26984,211035,0,238019
112637801700000,NE 160,Residential,28827,197954,0,226781
112637801800000,NE 160,Residential,28916,204802,0,233718
112637801900000,NE 160,Residential,29825,185981,0,215806
112637802000000,NE 160,Residential,28560,182384,0,210944
112637900100000,NE 160,Residential,30047,226950,0,256997
112637900200000,NE 160,Residential,28541,200783,0,229324
112637900300000,NE 160,Residential,29006,201253,0,230259
112637900400000,NE 160,Residential,28009,185994,0,214003
112637900500000,NE 160,Residential,29274,191920,0,221194
112637900600000,NE 160,Residential,30307,167330,0,197637
112637900700000,NE 160,Residential,29000,196060,0,225060
112637900800000,NE 160,Residential,28280,205775,0,234055
112637900900000,NE 160,Residential,31462,252602,0,284064
112637901000000,NE 160,Residential,29662,256107,0,285769
112638000100000,NE 160,Residential,29925,200745,0,230670
112638000200000,NE 160,Residential,26600,223791,0,250391
112638000300000,NE 160,Residential,29400,192286,0,221686
112638000400000,NE 160,Residential,28000,189298,0,217298
112638000500000,NE 160,Residential,28000,190984,0,218984
112638100100000,NE 160,Residential,31424,189498,0,220922
112638100200000,NE 160,Residential,29925,156434,0,186359
112638100300000,NE 160,Residential,29568,173384,0,202952
112638100400000,NE 160,Residential,30000,201653,0,231653
112638100500000,NE 160,Residential,28185,196999,0,225184
112638100600000,NE 160,Residential,27132,187129,0,214261
112638100700000,NE 160,Residential,28560,196672,0,225232
112638100800000,NE 160,Residential,28502,178832,0,207334
112638100900000,NE 160,Residential,27190,149699,0,176889
112638101000000,NE 160,Residential,28560,182337,0,210897
112638101100000,NE 160,Residential,28560,191788,0,220348
112638101200000,NE 160,Residential,27132,207864,0,234996
112638101300000,NE 160,Residential,29988,190268,0,220256
112638101400000,NE 160,Residential,28560,198386,0,226946
112638101500000,NE 160,Residential,28560,202635,0,231195
112638101600000,NE 160,Residential,27720,202347,0,230067
112638101700000,NE 160,Residential,30030,151942,0,181972
112638200100000,NE 160,Residential,30522,194766,0,225288
112638200200000,NE 160,Residential,25100,172366,0,197466
112638200300000,NE 160,Residential,29252,216020,0,245272
112638200400000,NE 160,Residential,30430,176317,0,206747
112638200500000,NE 160,Residential,29457,200658,0,230115
112638200600000,NE 160,Residential,29512,177667,0,207179
112638200700000,NE 160,Residential,29988,189473,0,219461
112638200800000,NE 160,Residential,27132,185525,0,212657
112638200900000,NE 160,Residential,27132,191984,0,219116
112638201000000,NE 160,Residential,29988,205641,0,235629
112638201100000,NE 160,Residential,31118,248436,0,279554
112638201200000,NE 160,Residential,29988,215142,0,245130
112638201300000,NE 160,Residential,28203,217407,0,245610
112638201400000,NE 160,Residential,26061,170522,0,196583
112638201500000,NE 160,Residential,29988,185226,0,215214
112638201600000,NE 160,Residential,27132,202859,0,229991
112638201700000,NE 160,Residential,29047,201712,0,230759
112638201800000,NE 160,Residential,30953,191805,0,222758
112638201900000,NE 160,Residential,31450,232848,0,264298
112638202000000,NE 160,Residential,28560,160478,0,189038
112638202100000,NE 160,Residential,28560,152314,0,180874
112638202200000,NE 160,Residential,28560,201893,0,230453
112638202300000,NE 160,Residential,30430,203326,0,233756
112638300100000,NE 160,Residential,29792,190710,0,220502
112638300200000,NE 160,Residential,29792,187032,0,216824
112712600400000,NE 110,Residential,49600,224664,0,274264
112712600500000,NE 110,Residential,51750,163912,0,215662
112712600600000,NE 110,Residential,53750,212305,0,266055
112712700200000,NE 163,Residential,38688,190395,0,229083
112712700300000,NE 163,Residential,35360,238047,0,273407
112712700400000,NE 163,Residential,35360,38422,0,73782
112712700500000,NE 163,Residential,35360,217843,0,253203
112712800100000,NE 163,Residential,37060,216372,0,253432
112715200100000,NE 101,Ag Land,14621,0,0,14621
112715200200000,NE 163,Residential,45099,254676,0,299775
112715200300000,NE 163,Residential,39600,251785,0,291385
112715200400000,NE 163,Residential,53508,270311,0,323819
112715200500000,NE 163,Residential,36040,116921,0,152961
112715200600000,NE 163,Residential,37093,234070,0,271163
112715200700000,NE 163,Residential,40693,233840,0,274533
112715200800000,NE 163,Residential,34880,228418,0,263298
112715200900000,NE 163,Residential,34880,244083,0,278963
112715201000000,NE 163,Residential,34880,236880,0,271760
112715201100000,NE 163,Residential,34880,255650,0,290530
112715201200000,NE 163,Residential,200,0,0,200
112715201300000,NE 163,Residential,200,0,0,200
112715201400000,NE 163,Residential,212,0,0,212
112715201500000,NE 163,Residential,280,0,0,280
112715201600000,NE 163,Residential,299,0,0,299
112715201700000,NE 163,Residential,225,0,0,225
112715201800000,NE 163,Residential,316,0,0,316
112715201900000,NE 163,Residential,286,0,0,286
112715202000000,NE 163,Residential,213,0,0,213
112715202100000,NE 163,Residential,181,0,0,181
112715202200000,NE 163,Residential,287,0,0,287
112715202300000,NE 163,Residential,56733,322745,0,379478
112715202400000,NE 163,Residential,277,0,0,277
112715202500000,NE 163,Residential,207,0,0,207
112715202600000,NE 163,Residential,318,0,0,318
112715300100000,NE 163,Residential,36915,235497,0,272412
112715300200000,NE 163,Residential,209,0,0,209
112715300300000,NE 163,Residential,201,0,0,201
112715300400000,NE 163,Residential,196,0,0,196
112715300500000,NE 163,Residential,193,0,0,193
112715300600000,NE 163,Residential,192,0,0,192
112715300700000,NE 163,Residential,191,0,0,191
112715300800000,NE 163,Residential,190,0,0,190
112715300900000,NE 163,Residential,190,0,0,190
112715301000000,NE 163,Residential,39200,246289,0,285489
112715301100000,NE 163,Residential,41373,245119,0,286492
112715301200000,NE 163,Residential,41813,220294,0,262107
112715301300000,NE 163,Residential,45387,251673,0,297060
112715400100000,NE 163,Residential,245,0,0,245
112715400200000,NE 163,Residential,214,0,0,214
112715400300000,NE 163,Residential,218,0,0,218
112715400400000,NE 163,Residential,186,0,0,186
112715400500000,NE 163,Residential,186,0,0,186
112715400600000,NE 163,Residential,186,0,0,186
112715400700000,NE 163,Residential,186,0,0,186
112715400800000,NE 163,Residential,186,0,0,186
112715400900000,NE 163,Residential,186,0,0,186
112715401000000,NE 163,Residential,186,0,0,186
112715401100000,NE 163,Residential,35700,191351,0,227051
112715401200000,NE 163,Residential,35700,217341,0,253041
112715401300000,NE 163,Residential,229,0,0,229
112717700100000,NE 101,Ag Land,10531,0,0,10531
112720401500000,NE 162,Ag Land,8398,0,0,8398
112720401600000,Empty,Exempt,0,0,0,0
112720401700000,NE 101,Ag Land,70,0,0,70
112722600400000,NE 162,Ag Land,61133,0,0,61133
112725100400000,NE 101,Ag Dwelling,31750,204708,0,236458
112727600100000,NE 101,Ag Land,33105,0,0,33105
112727600200000,NE 163,Residential,58240,0,0,58240
112727600300000,NE 163,Residential,35360,0,0,35360
112727600400000,NE 163,Residential,35360,41507,0,76867
112727600500000,NE 163,Residential,35360,161649,0,197009
112727600600000,NE 163,Residential,37440,233218,0,270658
112727700100000,NE 163,Residential,39900,298362,0,338262
112727700200000,NE 163,Residential,36120,0,0,36120
112727700300000,NE 163,Residential,36120,234866,0,270986
112727700400000,NE 163,Residential,36120,265660,0,301780
112727800100000,NE 163,Residential,49088,272934,0,322022
112727800200000,NE 163,Residential,46620,239053,0,285673
112727800300000,NE 163,Residential,50647,220200,0,270847
112727800400000,NE 163,Residential,45780,241155,0,286935
112727900100000,NE 163,Residential,36540,249429,0,285969
112727900200000,NE 163,Residential,36540,238843,0,275383
112727900300000,NE 163,Residential,33600,297158,0,330758
112727900400000,NE 163,Residential,33600,0,0,33600
112727900500000,NE 163,Residential,33320,0,0,33320
112727900600000,NE 163,Residential,32900,0,0,32900
112727900700000,NE 163,Residential,32309,0,0,32309
112727900800000,NE 163,Residential,31815,261386,0,293201
112727900900000,NE 163,Residential,35316,216567,0,251883
112727901000000,NE 163,Residential,35200,0,0,35200
112728100100000,NE 163,Residential,37380,0,0,37380
112728200100000,NE 163,Residential,37380,0,0,37380
112728200200000,NE 163,Residential,37380,0,0,37380
112730100100000,NE 101,Ag Land,14563,0,0,14563
112730100300000,NE 163,Residential,30269,130400,0,160669
112730100400000,NE 163,Residential,26948,150213,0,177161
112730100500000,NE 163,Residential,26948,160495,0,187443
112730100600000,NE 163,Residential,26948,147535,0,174483
112730100700000,NE 163,Residential,26948,151362,0,178310
112730100800000,NE 163,Residential,26948,134209,0,161157
112730100900000,NE 163,Residential,26948,143171,0,170119
112730101000000,NE 163,Residential,26948,166514,0,193462
112730101100000,NE 163,Residential,26948,136245,0,163193
112730101200000,NE 163,Residential,26948,175010,0,201958
112730101300000,NE 163,Residential,26948,136021,0,162969
112730101400000,NE 163,Residential,26948,113638,0,140586
112730101500000,NE 163,Residential,26948,133891,0,160839
112730101600000,NE 163,Residential,26948,125505,0,152453
112730101700000,NE 163,Residential,26948,151776,0,178724
112730101800000,NE 163,Residential,26948,132107,0,159055
112730101900000,NE 163,Residential,30000,183733,0,213733
112730102000000,NE 163,Residential,30000,152241,0,182241
112730102100000,NE 163,Residential,26948,137025,0,163973
112730102200000,NE 163,Residential,26948,148435,0,175383
112730102300000,NE 163,Residential,26948,151607,0,178555
112730102400000,NE 163,Residential,26948,167817,0,194765
112730102500000,NE 163,Residential,26948,151027,0,177975
112730102600000,NE 163,Residential,26948,158429,0,185377
112730102700000,NE 163,Residential,26948,145952,0,172900
112730102800000,NE 163,Residential,26948,164765,0,191713
112730102900000,NE 163,Residential,26948,134253,0,161201
112730103000000,NE 163,Residential,26948,137098,0,164046
112730103100000,NE 163,Residential,26948,153746,0,180694
112730103200000,NE 163,Residential,26948,179067,0,206015
112730103300000,NE 163,Residential,26948,169307,0,196255
112730103400000,NE 163,Residential,26948,182999,0,209947
112730103500000,NE 163,Residential,26948,163181,0,190129
112730103600000,NE 163,Residential,31349,133038,0,164387
112730200100000,NE 163,Residential,26000,152505,0,178505
112730200200000,NE 163,Residential,31532,155544,0,187076
112730200300000,NE 163,Residential,28620,155536,0,184156
112730200400000,NE 163,Residential,28620,153497,0,182117
112730200500000,NE 163,Residential,28620,169833,0,198453
112730200600000,NE 163,Residential,30600,173442,0,204042
112730200700000,NE 163,Residential,32980,36539,0,69519
112730200800000,NE 163,Residential,32000,150427,0,182427
112730200900000,NE 163,Residential,31040,151008,0,182048
112730201000000,NE 163,Residential,20,0,0,20
112730201100000,NE 163,Residential,15,0,0,15
112730300100000,NE 163,Residential,30000,148350,0,178350
112730300200000,NE 163,Residential,420,0,0,420
112730300300000,NE 163,Residential,420,0,0,420
112730300400000,NE 163,Residential,396,0,0,396
112730300500000,NE 163,Residential,26400,153472,0,179872
112730300600000,NE 163,Residential,26400,162324,0,188724
112730300700000,NE 163,Residential,26400,151323,0,177723
112730300800000,NE 163,Residential,26400,152107,0,178507
112730300900000,NE 163,Residential,26400,127570,0,153970
112730301000000,NE 163,Residential,26400,134488,0,160888
112730301100000,NE 163,Residential,26400,126129,0,152529
112730301200000,NE 163,Residential,26400,143643,0,170043
112730301300000,NE 163,Residential,26400,152047,0,178447
112730301400000,NE 163,Residential,26400,129567,0,155967
112730301500000,NE 163,Residential,26400,158271,0,184671
112730301600000,NE 163,Residential,26400,148868,0,175268
112730301700000,NE 163,Residential,26400,128485,0,154885
112730301800000,NE 163,Residential,26400,138465,0,164865
112730301900000,NE 163,Residential,26403,0,0,26403
112730302000000,NE 163,Residential,27141,133580,0,160721
112730400100000,NE 163,Residential,31200,151959,0,183159
112730400200000,NE 163,Residential,26948,144527,0,171475
112730400300000,NE 163,Residential,26948,171075,0,198023
112730400400000,NE 163,Residential,26948,129844,0,156792
112730400500000,NE 163,Residential,26948,157147,0,184095
112730400600000,NE 163,Residential,26948,135520,0,162468
112730400700000,NE 163,Residential,26948,164513,0,191461
112730400800000,NE 163,Residential,26948,135691,0,162639
112730400900000,NE 163,Residential,26948,171028,0,197976
112730401000000,NE 163,Residential,26948,151116,0,178064
112730401100000,NE 163,Residential,26948,138431,0,165379
112730401200000,NE 163,Residential,26948,155741,0,182689
112730401300000,NE 163,Residential,26948,157323,0,184271
112730401400000,NE 163,Residential,26948,149453,0,176401
112730401500000,NE 163,Residential,26948,155098,0,182046
112730401600000,NE 163,Residential,26948,150117,0,177065
112730401700000,NE 163,Residential,31093,165775,0,196868
112730401800000,NE 101,Residential,122,0,0,122
112730401900000,NE 163,Residential,32173,133765,0,165938
112730402000000,NE 163,Residential,26948,130966,0,157914
112730402100000,NE 163,Residential,26948,143395,0,170343
112730402200000,NE 163,Residential,26948,134460,0,161408
112730402300000,NE 163,Residential,26948,156454,0,183402
112730402400000,NE 163,Residential,26948,153854,0,180802
112730402500000,NE 163,Residential,26948,154036,0,180984
112730402600000,NE 163,Residential,26948,134592,0,161540
112730402700000,NE 163,Residential,26948,164589,0,191537
112730402800000,NE 163,Residential,26948,154774,0,181722
112730402900000,NE 163,Residential,26948,152517,0,179465
112730403000000,NE 163,Residential,26948,132105,0,159053
112730403100000,NE 163,Residential,26948,161251,0,188199
112730403200000,NE 163,Residential,26948,170303,0,197251
112730403300000,NE 163,Residential,26948,161192,0,188140
112730403400000,NE 163,Residential,26948,148043,0,174991
112730403500000,NE 163,Residential,31200,146815,0,178015
112730500100000,NE 163,Residential,30000,136869,0,166869
112730500200000,NE 163,Residential,26152,166789,0,192941
112730500300000,NE 163,Residential,26152,155115,0,181267
112730500400000,NE 163,Residential,26152,134104,0,160256
112730500500000,NE 163,Residential,26152,146311,0,172463
112730500600000,NE 163,Residential,26152,138137,0,164289
112730500700000,NE 163,Residential,26152,158812,0,184964
112730500800000,NE 163,Residential,26152,136510,0,162662
112730500900000,NE 163,Residential,26152,149348,0,175500
112730501000000,NE 163,Residential,26152,148923,0,175075
112730501100000,NE 163,Residential,26152,168685,0,194837
112730501200000,NE 163,Residential,26144,155071,0,181215
112730501300000,NE 163,Residential,26152,156234,0,182386
112730501400000,NE 163,Residential,26152,167621,0,193773
112730501500000,NE 163,Residential,26152,175842,0,201994
112730501600000,NE 163,Residential,26152,152017,0,178169
112730501700000,NE 163,Residential,30269,170059,0,200328
112732600200000,NE 162,Residential,42480,226725,0,269205
112732600300000,NE 162,Residential,49240,200941,0,250181
112732600400000,NE 162,Residential,45720,197375,0,243095
112732600500000,E-15 CITY,Exempt,0,0,0,0
112732600600000,NE 162,Residential,32912,154597,0,187509
112732600700000,NE 162,Residential,31680,163381,0,195061
112732600800000,NE 162,Residential,31640,157579,0,189219
112732600900000,NE 162,Residential,32160,231904,0,264064
112732601000000,NE 162,Residential,33070,183063,0,216133
112732601100000,NE 162,Residential,35075,186654,0,221729
112732601200000,NE 162,Residential,31304,176576,0,207880
112732601300000,NE 162,Residential,30633,152019,0,182652
112732601400000,NE 162,Residential,33535,187818,0,221353
112732601500000,E-15 CITY,Exempt,0,0,0,0
112732601600000,NE 162,Residential,32368,154122,0,186490
112732601700000,NE 162,Residential,33120,182370,0,215490
112732601800000,NE 162,Residential,33424,155834,0,189258
112732601900000,NE 162,Residential,31272,160504,0,191776
112732602000000,NE 162,Residential,30501,174342,0,204843
112732602100000,NE 162,Residential,31919,161012,0,192931
112732602200000,NE 101,Ag Land,11683,0,0,11683
112732700100000,NE 162,Residential,28527,167467,0,195994
112732700200000,NE 162,Residential,30620,163796,0,194416
112735100100000,NE 162,Residential,28811,165783,0,194594
112735100200000,NE 162,Residential,29120,181537,0,210657
112735100300000,NE 162,Residential,29120,148540,0,177660
112735100400000,NE 162,Residential,29120,137319,0,166439
112735100500000,NE 162,Residential,29447,163544,0,192991
112735100600000,NE 162,Residential,31121,183957,0,215078
112735100700000,NE 162,Residential,26637,145213,0,171850
112735200100000,NE 162,Residential,26920,157253,0,184173
112735200200000,NE 162,Residential,30845,196329,0,227174
112735200300000,NE 162,Residential,27456,167332,0,194788
112735200400000,NE 162,Residential,29781,153176,0,182957
112735200500000,NE 162,Residential,29120,164737,0,193857
112735200600000,NE 162,Residential,27456,142128,0,169584
112735200700000,NE 162,Residential,29120,162133,0,191253
112735200800000,NE 162,Residential,29536,151303,0,180839
112735200900000,NE 162,Residential,29536,187073,0,216609
112735201000000,NE 162,Residential,29120,150043,0,179163
112735201100000,NE 162,Residential,27456,176659,0,204115
112735201200000,NE 162,Residential,29120,166815,0,195935
112735201300000,NE 162,Residential,29120,160534,0,189654
112735201400000,NE 162,Residential,31175,169121,0,200296
112735201500000,NE 162,Residential,31650,139866,0,171516
112735300100000,NE 162,Residential,30477,154443,0,184920
112735300200000,NE 162,Residential,28560,179599,0,208159
112735300300000,NE 162,Residential,28560,139244,0,167804
112735300400000,NE 162,Residential,26928,161936,0,188864
112735300500000,NE 162,Residential,28560,163720,0,192280
112735300600000,NE 162,Residential,28560,166304,0,194864
112735300700000,NE 162,Residential,26928,167626,0,194554
112735300800000,NE 162,Residential,28560,125125,0,153685
112735300900000,NE 162,Residential,28560,158266,0,186826
112735301000000,NE 162,Residential,26928,148101,0,175029
112735301100000,NE 162,Residential,28560,154179,0,182739
112735301200000,NE 162,Residential,28560,151445,0,180005
112735301300000,NE 162,Residential,26928,136652,0,163580
112735301400000,NE 162,Residential,28840,159050,0,187890
112735301500000,NE 162,Residential,32916,175205,0,208121
112735301600000,NE 162,Residential,31492,142804,0,174296
112735301700000,NE 162,Residential,28560,161346,0,189906
112735301800000,NE 162,Residential,26928,173762,0,200690
112735301900000,NE 162,Residential,28560,155793,0,184353
112735302000000,NE 162,Residential,28560,157232,0,185792
112735302100000,NE 162,Residential,26928,184378,0,211306
112735302200000,NE 162,Residential,28560,179118,0,207678
112735302300000,NE 162,Residential,28560,172080,0,200640
112735302400000,NE 162,Residential,26928,165694,0,192622
112735302500000,NE 162,Residential,28560,188016,0,216576
112735302600000,NE 162,Residential,28560,170580,0,199140
112735302700000,NE 162,Residential,21114,171886,0,193000
112735302800000,NE 162,Residential,26932,162049,0,188981
112735302900000,NE 162,Residential,28560,154812,0,183372
112735303000000,NE 162,Residential,30965,154197,0,185162
112735400100000,NE 162,Residential,27218,136806,0,164024
112735400200000,NE 162,Residential,28560,174433,0,202993
112735400300000,NE 162,Residential,28560,159713,0,188273
112735400400000,NE 162,Residential,30192,165684,0,195876
112735400500000,NE 162,Residential,30192,183063,0,213255
112735400600000,NE 162,Residential,26928,155136,0,182064
112735400700000,NE 162,Residential,28560,152376,0,180936
112735400800000,NE 162,Residential,30192,155434,0,185626
112735400900000,NE 162,Residential,27520,159980,0,187500
112735401000000,NE 162,Residential,27532,186895,0,214427
112735401100000,NE 162,Residential,30192,173293,0,203485
112735401200000,NE 162,Residential,28560,184095,0,212655
112735401300000,NE 162,Residential,26928,160221,0,187149
112735401400000,NE 162,Residential,30192,163926,0,194118
112735401500000,NE 162,Residential,30192,183045,0,213237
112735401600000,NE 162,Residential,28560,181880,0,210440
112735401700000,NE 162,Residential,26928,168546,0,195474
112735401800000,NE 162,Residential,30931,159606,0,190537
112735402100000,NE 162,Residential,30625,177358,0,207983
112735402200000,NE 162,Residential,30488,176908,0,207396
112735402300000,NE 162,Residential,30001,195405,0,225406
112735402400000,NE 162,Residential,30282,207825,0,238107
112735402500000,NE 162,Residential,29786,225180,0,254966
112735402600000,NE 162,Residential,31239,163646,0,194885
112735402700000,NE 162,Residential,32844,188987,0,221831
112735402800000,NE 162,Residential,30750,199283,0,230033
112735402900000,NE 162,Residential,32947,206063,0,239010
112735403000000,NE 162,Residential,30186,177238,0,207424
112735403100000,NE 162,Residential,29813,201773,0,231586
112735403200000,NE 162,Residential,32634,209718,0,242352
112735403300000,NE 162,Residential,33415,199278,0,232693
112735403400000,NE 162,Residential,34243,174601,0,208844
112735403500000,NE 162,Residential,33832,151119,0,184951
112735403600000,NE 162,Residential,32401,179892,0,212293
112735403700000,NE 162,Residential,31920,151957,0,183877
112735403800000,NE 162,Residential,29934,166850,0,196784
112735403900000,NE 162,Residential,31135,208865,0,240000
112735404000000,NE 101,Residential,65550,149339,0,214889
112735404100000,E-15 CITY,Exempt,0,0,0,0
112737600100000,NE 101,Ag Land,51896,0,0,51896
112740100100000,NE 101,Ag Land,25962,0,0,25962
112740200100000,NE 163,Residential,30149,149692,0,179841
112740200200000,NE 163,Residential,27384,162820,0,190204
112740200300000,NE 163,Residential,27384,131567,0,158951
112740200400000,NE 163,Residential,27384,172051,0,199435
112740200500000,E-15 CITY,Exempt,0,0,0,0
112740200600000,NE 163,Residential,29052,152335,0,181387
112740200700000,NE 163,Residential,28172,151333,0,179505
112740200800000,NE 163,Residential,28680,139313,0,167993
112740200900000,NE 163,Residential,28680,161842,0,190522
112740201000000,NE 163,Residential,28680,159680,0,188360
112740201100000,NE 163,Residential,25587,151771,0,177358
112740300100000,NE 163,Residential,31351,156087,0,187438
112740300200000,NE 163,Residential,25800,158293,0,184093
112740300300000,NE 163,Residential,25800,139988,0,165788
112740300400000,NE 163,Residential,25800,149960,0,175760
